ROUTE,DAY,DELAY
ORD-LGA,THU,30326
ORD-LGA,FRI,27243
ORD-LGA,SAT,5972
ORD-LIT,SUN,4317
ORD-LIT,MON,5987
ORD-LIT,TUE,4087
ORD-LIT,WED,3511
ORD-LIT,THU,4071
ORD-LIT,FRI,4630
ORD-LIT,SAT,2350
ORD-LNK,SUN,1896
ORD-LNK,MON,3465
ORD-LNK,TUE,2053
ORD-LNK,WED,2378
ORD-LNK,THU,2124
ORD-LNK,FRI,1747
ORD-LNK,SAT,913
ORD-LSE,SUN,2142
ORD-LSE,MON,2565
ORD-LSE,TUE,1899
ORD-LSE,WED,2015
ORD-LSE,THU,1886
ORD-LSE,FRI,1950
ORD-LSE,SAT,926
ORD-MBS,SUN,1707
ORD-MBS,MON,2624
ORD-MBS,TUE,2474
ORD-MBS,WED,2168
ORD-MBS,THU,1971
ORD-MBS,FRI,1338
ORD-MBS,SAT,668
ORD-MCI,SUN,4185
ORD-MCI,MON,6814
ORD-MCI,TUE,3624
ORD-MCI,WED,4936
ORD-MCI,THU,5276
ORD-MCI,FRI,5311
ORD-MCI,SAT,2080
ORD-MCO,SUN,8795
ORD-MCO,MON,15751
ORD-MCO,TUE,8271
ORD-MCO,WED,11145
ORD-MCO,THU,10223
ORD-MCO,FRI,10509
ORD-MCO,SAT,8965
ORD-MDT,SUN,2840
ORD-MDT,MON,4147
ORD-MDT,TUE,2774
ORD-MDT,WED,3030
ORD-MDT,THU,4003
ORD-MDT,FRI,3846
ORD-MDT,SAT,1777
ORD-MEM,SUN,4424
ORD-MEM,MON,5462
ORD-MEM,TUE,5196
ORD-MEM,WED,3845
ORD-MEM,THU,4384
ORD-MEM,FRI,4408
ORD-MEM,SAT,1396
ORD-MHK,SUN,1428
ORD-MHK,MON,1655
ORD-MHK,TUE,890
ORD-MHK,WED,1371
ORD-MHK,THU,1566
ORD-MHK,FRI,1255
ORD-MHK,SAT,1013
ORD-MHT,SUN,1502
ORD-MHT,MON,2073
ORD-MHT,TUE,548
ORD-MHT,WED,680
ORD-MHT,THU,1265
ORD-MHT,FRI,818
ORD-MHT,SAT,168
ORD-MIA,SUN,7401
ORD-MIA,MON,12293
ORD-MIA,TUE,8443
ORD-MIA,WED,8106
ORD-MIA,THU,9901
ORD-MIA,FRI,9646
ORD-MIA,SAT,9760
ORD-MKE,SUN,9791
ORD-MKE,MON,11990
ORD-MKE,TUE,8570
ORD-MKE,WED,11296
ORD-MKE,THU,9170
ORD-MKE,FRI,9628
ORD-MKE,SAT,4436
ORD-MKG,SUN,1357
ORD-MKG,MON,1482
ORD-MKG,TUE,1491
ORD-MKG,WED,1315
ORD-MKG,THU,1280
ORD-MKG,FRI,656
ORD-MKG,SAT,564
ORD-MLI,SUN,2825
ORD-MLI,MON,2396
ORD-MLI,TUE,3031
ORD-MLI,WED,1993
ORD-MLI,THU,2699
ORD-MLI,FRI,1978
ORD-MLI,SAT,936
ORD-MOB,SUN,706
ORD-MOB,MON,726
ORD-MOB,TUE,965
ORD-MOB,WED,792
ORD-MOB,THU,704
ORD-MOB,FRI,708
ORD-MOB,SAT,85
ORD-MQT,SUN,845
ORD-MQT,MON,960
ORD-MQT,TUE,1047
ORD-MQT,WED,663
ORD-MQT,THU,871
ORD-MQT,FRI,1860
ORD-MSN,SUN,5776
ORD-MSN,MON,6493
ORD-MSN,TUE,5993
ORD-MSN,WED,4731
ORD-MSN,THU,4853
ORD-MSN,FRI,4060
ORD-MSN,SAT,2104
ORD-MSP,SUN,16977
ORD-MSP,MON,23341
ORD-MSP,TUE,16730
ORD-MSP,WED,16229
ORD-MSP,THU,18876
ORD-MSP,FRI,15967
ORD-MSP,SAT,8889
ORD-MSY,SUN,3181
ORD-MSY,MON,4159
ORD-MSY,TUE,3441
ORD-MSY,WED,3463
ORD-MSY,THU,3776
ORD-MSY,FRI,3643
ORD-MSY,SAT,3110
ORD-MTJ,SUN,567
ORD-MTJ,MON,322
ORD-MTJ,TUE,673
ORD-MTJ,WED,297
ORD-MTJ,THU,146
ORD-MTJ,FRI,104
ORD-MTJ,SAT,287
ORD-MYR,SUN,630
ORD-MYR,MON,646
ORD-MYR,TUE,758
ORD-MYR,WED,694
ORD-MYR,THU,586
ORD-MYR,FRI,473
ORD-MYR,SAT,971
ORD-OAK,SUN,869
ORD-OAK,MON,1403
ORD-OAK,TUE,760
ORD-OAK,WED,615
ORD-OAK,THU,696
ORD-OAK,FRI,624
ORD-OAK,SAT,818
ORD-OGG,SUN,256
ORD-OGG,MON,225
ORD-OGG,TUE,22
ORD-OGG,WED,60
ORD-OGG,THU,347
ORD-OGG,FRI,397
ORD-OGG,SAT,658
ORD-OKC,SUN,3587
ORD-OKC,MON,6486
ORD-OKC,TUE,4196
ORD-OKC,WED,4306
ORD-OKC,THU,3953
ORD-OKC,FRI,4934
ORD-OKC,SAT,2715
ORD-OMA,SUN,4119
ORD-OMA,MON,5061
ORD-OMA,TUE,4435
ORD-OMA,WED,4546
ORD-OMA,THU,4578
ORD-OMA,FRI,2665
ORD-OMA,SAT,2100
ORD-ORF,SUN,1451
ORD-ORF,MON,2713
ORD-ORF,TUE,1550
ORD-ORF,WED,1540
ORD-ORF,THU,1320
ORD-ORF,FRI,1213
ORD-ORF,SAT,1312
ORD-PAH,SUN,1261
ORD-PAH,MON,1661
ORD-PAH,TUE,1258
ORD-PAH,WED,975
ORD-PAH,THU,1076
ORD-PAH,FRI,984
ORD-PAH,SAT,682
ORD-PBI,SUN,940
ORD-PBI,MON,895
ORD-PBI,TUE,345
ORD-PBI,WED,592
ORD-PBI,THU,1106
ORD-PBI,FRI,688
ORD-PBI,SAT,789
ORD-PDX,SUN,3891
ORD-PDX,MON,5758
ORD-PDX,TUE,2707
ORD-PDX,WED,3776
ORD-PDX,THU,4802
ORD-PDX,FRI,3545
ORD-PDX,SAT,3027
ORD-PHL,SUN,8755
ORD-PHL,MON,14982
ORD-PHL,TUE,13395
ORD-PHL,WED,9763
ORD-PHL,THU,13199
ORD-PHL,FRI,12798
ORD-PHL,SAT,7004
ORD-PHX,SUN,6709
ORD-PHX,MON,11205
ORD-PHX,TUE,7817
ORD-PHX,WED,7494
ORD-PHX,THU,9339
ORD-PHX,FRI,7937
ORD-PHX,SAT,8566
ORD-PIA,SUN,3702
ORD-PIA,MON,3459
ORD-PIA,TUE,2659
ORD-PIA,WED,3454
ORD-PIA,THU,3028
ORD-PIA,FRI,3055
ORD-PIA,SAT,1707
ORD-PIT,SUN,3710
ORD-PIT,MON,4739
ORD-PIT,TUE,3722
ORD-PIT,WED,4402
ORD-PIT,THU,3770
ORD-PIT,FRI,3044
ORD-PIT,SAT,1681
ORD-PNS,SUN,69
ORD-PNS,MON,332
ORD-PNS,TUE,287
ORD-PNS,WED,254
ORD-PNS,THU,364
ORD-PNS,FRI,139
ORD-PNS,SAT,170
ORD-PSP,SUN,383
ORD-PSP,MON,1050
ORD-PSP,TUE,438
ORD-PSP,WED,477
ORD-PSP,THU,558
ORD-PSP,FRI,260
ORD-PSP,SAT,233
ORD-PVD,SUN,865
ORD-PVD,MON,2017
ORD-PVD,TUE,1374
ORD-PVD,WED,769
ORD-PVD,THU,1033
ORD-PVD,FRI,1039
ORD-PVD,SAT,786
ORD-PWM,SUN,661
ORD-PWM,MON,1416
ORD-PWM,TUE,796
ORD-PWM,WED,577
ORD-PWM,THU,836
ORD-PWM,FRI,644
ORD-PWM,SAT,458
ORD-RAP,SUN,1063
ORD-RAP,MON,1464
ORD-RAP,TUE,791
ORD-RAP,WED,637
ORD-RAP,THU,776
ORD-RAP,FRI,746
ORD-RAP,SAT,474
ORD-RDU,SUN,4097
ORD-RDU,MON,6954
ORD-RDU,TUE,5471
ORD-RDU,WED,4682
ORD-RDU,THU,5724
ORD-RDU,FRI,3567
ORD-RDU,SAT,3475
ORD-RIC,SUN,4294
ORD-RIC,MON,4862
ORD-RIC,TUE,3826
ORD-RIC,WED,3578
ORD-RIC,THU,5209
ORD-RIC,FRI,3020
ORD-RIC,SAT,2603
ORD-RNO,SUN,913
ORD-RNO,MON,1316
ORD-RNO,TUE,957
ORD-RNO,WED,669
ORD-RNO,THU,1933
ORD-RNO,FRI,1107
ORD-RNO,SAT,1022
ORD-ROA,SUN,1326
ORD-ROA,MON,2255
ORD-ROA,TUE,1102
ORD-ROA,WED,1497
ORD-ROA,THU,1257
ORD-ROA,FRI,852
ORD-ROA,SAT,694
ORD-ROC,SUN,2808
ORD-ROC,MON,4518
ORD-ROC,TUE,2081
ORD-ROC,WED,1460
ORD-ROC,THU,2142
ORD-ROC,FRI,2039
ORD-ROC,SAT,1336
ORD-RST,SUN,2171
ORD-RST,MON,2709
ORD-RST,TUE,1731
ORD-RST,WED,2028
ORD-RST,THU,2178
ORD-RST,FRI,1754
ORD-RST,SAT,1367
ORD-RSW,SUN,5042
ORD-RSW,MON,3066
ORD-RSW,TUE,3766
ORD-RSW,WED,4033
ORD-RSW,THU,6021
ORD-RSW,FRI,2115
ORD-RSW,SAT,3681
ORD-SAN,SUN,4270
ORD-SAN,MON,6614
ORD-SAN,TUE,5002
ORD-SAN,WED,6023
ORD-SAN,THU,7149
ORD-SAN,FRI,5565
ORD-SAN,SAT,4104
ORD-SAT,SUN,2535
ORD-SAT,MON,2970
ORD-SAT,TUE,2897
ORD-SAT,WED,3540
ORD-SAT,THU,2540
ORD-SAT,FRI,2065
ORD-SAT,SAT,2608
ORD-SAV,SUN,1494
ORD-SAV,MON,2192
ORD-SAV,TUE,1132
ORD-SAV,WED,1511
ORD-SAV,THU,1991
ORD-SAV,FRI,1432
ORD-SAV,SAT,972
ORD-SBN,SUN,2470
ORD-SBN,MON,2964
ORD-SBN,TUE,1622
ORD-SBN,WED,2873
ORD-SBN,THU,2054
ORD-SBN,FRI,2284
ORD-SBN,SAT,2379
ORD-SCE,SUN,1428
ORD-SCE,MON,2723
ORD-SCE,TUE,1378
ORD-SCE,WED,961
ORD-SCE,THU,1265
ORD-SCE,FRI,1773
ORD-SCE,SAT,998
ORD-SDF,SUN,1559
ORD-SDF,MON,1592
ORD-SDF,TUE,2497
ORD-SDF,WED,1548
ORD-SDF,THU,1710
ORD-SDF,FRI,1570
ORD-SDF,SAT,616
ORD-SEA,SUN,4695
ORD-SEA,MON,8112
ORD-SEA,TUE,5736
ORD-SEA,WED,4890
ORD-SEA,THU,6180
ORD-SEA,FRI,5581
ORD-SEA,SAT,4609
ORD-SFO,SUN,16719
ORD-SFO,MON,27889
ORD-SFO,TUE,16507
ORD-SFO,WED,16062
ORD-SFO,THU,21810
ORD-SFO,FRI,18833
ORD-SFO,SAT,11530
ORD-SGF,SUN,3744
ORD-SGF,MON,5832
ORD-SGF,TUE,3568
ORD-SGF,WED,4213
ORD-SGF,THU,5211
ORD-SGF,FRI,3186
ORD-SGF,SAT,2223
ORD-SJC,SUN,845
ORD-SJC,MON,1427
ORD-SJC,TUE,946
ORD-SJC,WED,1142
ORD-SJC,THU,1715
ORD-SJC,FRI,1292
ORD-SJC,SAT,1448
ORD-SLC,SUN,6095
ORD-SLC,MON,11025
ORD-SLC,TUE,6040
ORD-SLC,WED,6251
ORD-SLC,THU,6899
ORD-SLC,FRI,6453
ORD-SLC,SAT,4169
ORD-SMF,SUN,2018
ORD-SMF,MON,2559
ORD-SMF,TUE,1002
ORD-SMF,WED,1519
ORD-SMF,THU,1108
ORD-SMF,FRI,1162
ORD-SMF,SAT,1402
ORD-SNA,SUN,2185
ORD-SNA,MON,4136
ORD-SNA,TUE,2885
ORD-SNA,WED,2830
ORD-SNA,THU,3958
ORD-SNA,FRI,2888
ORD-SNA,SAT,1969
ORD-SPI,SUN,2097
ORD-SPI,MON,2225
ORD-SPI,TUE,2359
ORD-SPI,WED,2502
ORD-SPI,THU,1489
ORD-SPI,FRI,1310
ORD-SPI,SAT,1803
ORD-SRQ,SUN,267
ORD-SRQ,MON,1110
ORD-SRQ,TUE,558
ORD-SRQ,WED,513
ORD-SRQ,THU,864
ORD-SRQ,FRI,336
ORD-SRQ,SAT,429
ORD-STC,SUN,253
ORD-STC,MON,548
ORD-STC,TUE,426
ORD-STC,WED,262
ORD-STC,THU,176
ORD-STC,FRI,144
ORD-STC,SAT,65
ORD-STL,SUN,5322
ORD-STL,MON,8419
ORD-STL,TUE,4022
ORD-STL,WED,5894
ORD-STL,THU,4593
ORD-STL,FRI,5482
ORD-STL,SAT,3083
ORD-SUX,SUN,943
ORD-SUX,MON,1639
ORD-SUX,TUE,990
ORD-SUX,WED,1320
ORD-SUX,THU,1337
ORD-SUX,FRI,1117
ORD-SUX,SAT,604
ORD-SYR,SUN,3494
ORD-SYR,MON,3400
ORD-SYR,TUE,3060
ORD-SYR,WED,3122
ORD-SYR,THU,3486
ORD-SYR,FRI,2891
ORD-SYR,SAT,2575
ORD-TOL,SUN,1243
ORD-TOL,MON,1574
ORD-TOL,TUE,1095
ORD-TOL,WED,1399
ORD-TOL,THU,1141
ORD-TOL,FRI,1366
ORD-TOL,SAT,564
ORD-TPA,SUN,5299
ORD-TPA,MON,10625
ORD-TPA,TUE,5626
ORD-TPA,WED,7306
ORD-TPA,THU,5383
ORD-TPA,FRI,6912
ORD-TPA,SAT,6283
ORD-TTN,SUN,776
ORD-TTN,MON,256
ORD-TTN,TUE,68
ORD-TTN,WED,435
ORD-TTN,THU,136
ORD-TTN,FRI,240
ORD-TTN,SAT,287
ORD-TUL,SUN,4077
ORD-TUL,MON,4884
ORD-TUL,TUE,3605
ORD-TUL,WED,4116
ORD-TUL,THU,4738
ORD-TUL,FRI,4111
ORD-TUL,SAT,1506
ORD-TUS,SUN,1565
ORD-TUS,MON,1889
ORD-TUS,TUE,2400
ORD-TUS,WED,1701
ORD-TUS,THU,1364
ORD-TUS,FRI,1411
ORD-TUS,SAT,943
ORD-TVC,SUN,2907
ORD-TVC,MON,3998
ORD-TVC,TUE,1771
ORD-TVC,WED,1893
ORD-TVC,THU,2728
ORD-TVC,FRI,2885
ORD-TVC,SAT,1692
ORD-TYS,SUN,5547
ORD-TYS,MON,7086
ORD-TYS,TUE,5007
ORD-TYS,WED,4470
ORD-TYS,THU,4268
ORD-TYS,FRI,5940
ORD-TYS,SAT,1908
ORD-XNA,SUN,6392
ORD-XNA,MON,7352
ORD-XNA,TUE,5811
ORD-XNA,WED,6001
ORD-XNA,THU,5170
ORD-XNA,FRI,5859
ORD-XNA,SAT,1454
PHL-ATL,SUN,9302
PHL-ATL,MON,13726
PHL-ATL,TUE,16839
PHL-ATL,WED,13572
PHL-ATL,THU,15039
PHL-ATL,FRI,12156
PHL-ATL,SAT,6154
PHL-AUS,SUN,724
PHL-AUS,MON,652
PHL-AUS,TUE,620
PHL-AUS,WED,543
PHL-AUS,THU,832
PHL-AUS,FRI,565
PHL-AUS,SAT,136
PHL-BDL,SUN,0
PHL-BDL,MON,61
PHL-BDL,TUE,0
PHL-BDL,WED,0
PHL-BNA,SUN,567
PHL-BNA,MON,938
PHL-BNA,TUE,1107
PHL-BNA,WED,1192
PHL-BNA,THU,966
PHL-BNA,FRI,1544
PHL-BNA,SAT,375
PHL-BOS,SUN,10130
PHL-BOS,MON,10380
PHL-BOS,TUE,16225
PHL-BOS,WED,10544
PHL-BOS,THU,14020
PHL-BOS,FRI,10713
PHL-BOS,SAT,4369
PHL-BWI,SUN,76
PHL-BWI,SAT,60
PHL-CHS,SUN,0
PHL-CHS,SAT,0
PHL-CLE,SUN,235
PHL-CLE,MON,136
PHL-CLE,TUE,0
PHL-CLE,WED,134
PHL-CLE,THU,133
PHL-CLE,FRI,149
PHL-CLT,SUN,4339
PHL-CLT,MON,5482
PHL-CLT,TUE,5093
PHL-CLT,WED,4076
PHL-CLT,THU,4891
PHL-CLT,FRI,4079
PHL-CLT,SAT,2972
PHL-DAL,SUN,18
PHL-DAL,MON,0
PHL-DAL,TUE,31
PHL-DAL,WED,129
PHL-DAL,THU,481
PHL-DAL,FRI,486
PHL-DAL,SAT,0
PHL-DCA,SUN,704
PHL-DCA,MON,216
PHL-DCA,TUE,237
PHL-DCA,WED,29
PHL-DCA,THU,72
PHL-DCA,FRI,64
PHL-DCA,SAT,378
PHL-DEN,SUN,3261
PHL-DEN,MON,3406
PHL-DEN,TUE,5062
PHL-DEN,WED,3561
PHL-DEN,THU,4520
PHL-DEN,FRI,4385
PHL-DEN,SAT,1571
PHL-DFW,SUN,7973
PHL-DFW,MON,8296
PHL-DFW,TUE,9006
PHL-DFW,WED,6395
PHL-DFW,THU,7001
PHL-DFW,FRI,8308
PHL-DFW,SAT,5283
PHL-DTW,SUN,3876
PHL-DTW,MON,4785
PHL-DTW,TUE,4480
PHL-DTW,WED,3103
PHL-DTW,THU,3728
PHL-DTW,FRI,3740
PHL-DTW,SAT,2030
PHL-FLL,SUN,2877
PHL-FLL,MON,3441
PHL-FLL,TUE,3453
PHL-FLL,WED,2723
PHL-FLL,THU,4357
PHL-FLL,FRI,3782
PHL-FLL,SAT,3601
PHL-IAH,SUN,3779
PHL-IAH,MON,5585
PHL-IAH,TUE,6020
PHL-IAH,WED,4980
PHL-IAH,THU,4903
PHL-IAH,FRI,5067
PHL-IAH,SAT,3495
PHL-IND,SUN,612
PHL-IND,MON,770
PHL-IND,TUE,1072
PHL-IND,WED,342
PHL-IND,THU,962
PHL-IND,FRI,1022
PHL-IND,SAT,23
PHL-JAX,SUN,156
PHL-JAX,MON,750
PHL-JAX,TUE,950
PHL-JAX,WED,618
PHL-JAX,THU,810
PHL-JAX,FRI,302
PHL-LAS,SUN,3581
PHL-LAS,MON,4325
PHL-LAS,TUE,4777
PHL-LAS,WED,4386
PHL-LAS,THU,5681
PHL-LAS,FRI,4265
PHL-LAS,SAT,4179
PHL-LAX,SUN,2749
PHL-LAX,MON,3018
PHL-LAX,TUE,3212
PHL-LAX,WED,3039
PHL-LAX,THU,4737
PHL-LAX,FRI,3466
PHL-LAX,SAT,2101
PHL-LGA,SUN,1109
PHL-LGA,MON,152
PHL-LGA,TUE,99
PHL-LGA,WED,38
PHL-LGA,THU,0
PHL-LGA,FRI,19
PHL-LGA,SAT,871
PHL-MCO,SUN,8282
PHL-MCO,MON,9533
PHL-MCO,TUE,13094
PHL-MCO,WED,10270
PHL-MCO,THU,12406
PHL-MCO,FRI,11086
PHL-MCO,SAT,9576
PHL-MDW,SUN,1337
PHL-MDW,MON,3914
PHL-MDW,TUE,5351
PHL-MDW,WED,3670
PHL-MDW,THU,3393
PHL-MDW,FRI,3779
PHL-MDW,SAT,2215
PHL-MIA,SUN,6309
PHL-MIA,MON,6784
PHL-MIA,TUE,5366
PHL-MIA,WED,5761
PHL-MIA,THU,5902
PHL-MIA,FRI,7222
PHL-MIA,SAT,7954
PHL-MSP,SUN,3137
PHL-MSP,MON,4600
PHL-MSP,TUE,5233
PHL-MSP,WED,3371
PHL-MSP,THU,6867
PHL-MSP,FRI,4148
PHL-MSP,SAT,1742
PHL-MSY,SUN,652
PHL-MSY,MON,689
PHL-MSY,TUE,370
PHL-MSY,WED,427
PHL-MSY,THU,586
PHL-MSY,FRI,346
PHL-MSY,SAT,419
PHL-MYR,SUN,605
PHL-MYR,MON,1000
PHL-MYR,TUE,641
PHL-MYR,WED,592
PHL-MYR,THU,1050
PHL-MYR,FRI,1221
PHL-MYR,SAT,699
PHL-ORD,SUN,8125
PHL-ORD,MON,12066
PHL-ORD,TUE,12821
PHL-ORD,WED,9939
PHL-ORD,THU,13077
PHL-ORD,FRI,10751
PHL-ORD,SAT,7787
PHL-PBI,SUN,1702
PHL-PBI,MON,1828
PHL-PBI,TUE,2348
PHL-PBI,WED,1760
PHL-PBI,THU,2292
PHL-PBI,FRI,2008
PHL-PBI,SAT,2217
PHL-PDX,SUN,189
PHL-PDX,MON,283
PHL-PDX,TUE,319
PHL-PDX,WED,370
PHL-PDX,THU,324
PHL-PDX,FRI,208
PHL-PDX,SAT,149
PHL-PHX,SUN,3033
PHL-PHX,MON,3713
PHL-PHX,TUE,4272
PHL-PHX,WED,3740
PHL-PHX,THU,5019
PHL-PHX,FRI,3893
PHL-PHX,SAT,3028
PHL-PIT,SUN,1576
PHL-PIT,MON,1082
PHL-PIT,TUE,2020
PHL-PIT,WED,885
PHL-PIT,THU,2301
PHL-PIT,FRI,890
PHL-PIT,SAT,915
PHL-PVD,SUN,266
PHL-PVD,MON,110
PHL-PVD,TUE,249
PHL-PVD,WED,187
PHL-PVD,THU,363
PHL-PVD,FRI,161
PHL-PVD,SAT,33
PHL-RDU,SUN,1642
PHL-RDU,MON,1659
PHL-RDU,TUE,1897
PHL-RDU,WED,1637
PHL-RDU,THU,1785
PHL-RDU,FRI,1588
PHL-RDU,SAT,277
PHL-RIC,TUE,0
PHL-RIC,SAT,15
PHL-RSW,SUN,1332
PHL-RSW,MON,965
PHL-RSW,TUE,1784
PHL-RSW,WED,1205
PHL-RSW,THU,1878
PHL-RSW,FRI,1819
PHL-RSW,SAT,1898
PHL-SAN,SUN,848
PHL-SAN,MON,1098
PHL-SAN,TUE,1191
PHL-SAN,WED,810
PHL-SAN,THU,1392
PHL-SAN,FRI,1307
PHL-SAN,SAT,504
PHL-SAT,SUN,548
PHL-SAT,MON,694
PHL-SAT,TUE,327
PHL-SAT,WED,438
PHL-SAT,THU,770
PHL-SAT,FRI,707
PHL-SAT,SAT,689
PHL-SEA,SUN,1101
PHL-SEA,MON,1155
PHL-SEA,TUE,1334
PHL-SEA,WED,1032
PHL-SEA,THU,1254
PHL-SEA,FRI,773
PHL-SEA,SAT,999
PHL-SFO,SUN,4002
PHL-SFO,MON,4739
PHL-SFO,TUE,5163
PHL-SFO,WED,3921
PHL-SFO,THU,5157
PHL-SFO,FRI,3667
PHL-SFO,SAT,2783
PHL-SLC,SUN,1115
PHL-SLC,MON,1394
PHL-SLC,TUE,1484
PHL-SLC,WED,1047
PHL-SLC,THU,1839
PHL-SLC,FRI,1074
PHL-SLC,SAT,696
PHL-SMF,SUN,427
PHL-SMF,MON,0
PHL-SMF,TUE,397
PHL-SMF,WED,151
PHL-SMF,THU,133
PHL-SMF,FRI,141
PHL-SMF,SAT,228
PHL-STL,SUN,932
PHL-STL,MON,1419
PHL-STL,TUE,1161
PHL-STL,WED,2189
PHL-STL,THU,1767
PHL-STL,FRI,980
PHL-STL,SAT,302
PHL-TPA,SUN,3870
PHL-TPA,MON,3868
PHL-TPA,TUE,5522
PHL-TPA,WED,4494
PHL-TPA,THU,4219
PHL-TPA,FRI,3198
PHL-TPA,SAT,4968
PHX-ABQ,SUN,2589
PHX-ABQ,MON,3891
PHX-ABQ,TUE,3148
PHX-ABQ,WED,2229
PHX-ABQ,THU,2200
PHX-ABQ,FRI,3085
PHX-ABQ,SAT,1879
PHX-ANC,SUN,378
PHX-ANC,MON,401
PHX-ANC,TUE,377
PHX-ANC,WED,307
PHX-ANC,THU,276
PHX-ANC,FRI,236
PHX-ANC,SAT,158
PHX-ATL,SUN,3883
PHX-ATL,MON,3673
PHX-ATL,TUE,3286
PHX-ATL,WED,3548
PHX-ATL,THU,5746
PHX-ATL,FRI,4235
PHX-ATL,SAT,2365
PHX-AUS,SUN,3136
PHX-AUS,MON,2991
PHX-AUS,TUE,2599
PHX-AUS,WED,2584
PHX-AUS,THU,2016
PHX-AUS,FRI,2916
PHX-AUS,SAT,1207
PHX-BFL,SUN,1163
PHX-BFL,MON,702
PHX-BFL,TUE,554
PHX-BFL,WED,1269
PHX-BFL,THU,1177
PHX-BFL,FRI,1143
PHX-BFL,SAT,1314
PHX-BNA,SUN,1701
PHX-BNA,MON,1334
PHX-BNA,TUE,986
PHX-BNA,WED,932
PHX-BNA,THU,1612
PHX-BNA,FRI,1524
PHX-BNA,SAT,657
PHX-BOI,SUN,1370
PHX-BOI,MON,1373
PHX-BOI,TUE,1765
PHX-BOI,WED,972
PHX-BOI,THU,1343
PHX-BOI,FRI,1233
PHX-BOI,SAT,669
PHX-BOS,SUN,2335
PHX-BOS,MON,3084
PHX-BOS,TUE,2199
PHX-BOS,WED,1526
PHX-BOS,THU,2946
PHX-BOS,FRI,2566
PHX-BOS,SAT,1714
PHX-BUF,SUN,1003
PHX-BUF,MON,659
PHX-BUF,TUE,358
PHX-BUF,WED,456
PHX-BUF,THU,676
PHX-BUF,FRI,1206
PHX-BUF,SAT,587
PHX-BUR,SUN,2781
PHX-BUR,MON,2743
PHX-BUR,TUE,2866
PHX-BUR,WED,1670
PHX-BUR,THU,2458
PHX-BUR,FRI,2468
PHX-BUR,SAT,968
PHX-BWI,SUN,2718
PHX-BWI,MON,2046
PHX-BWI,TUE,1858
PHX-BWI,WED,2083
PHX-BWI,THU,2375
PHX-BWI,FRI,2119
PHX-BWI,SAT,1924
PHX-CLE,SUN,1646
PHX-CLE,MON,1295
PHX-CLE,TUE,470
PHX-CLE,WED,1096
PHX-CLE,THU,1127
PHX-CLE,FRI,1631
PHX-CLE,SAT,1540
PHX-CLT,SUN,3372
PHX-CLT,MON,2400
PHX-CLT,TUE,2146
PHX-CLT,WED,2825
PHX-CLT,THU,3172
PHX-CLT,FRI,3109
PHX-CLT,SAT,2876
PHX-CMH,SUN,2074
PHX-CMH,MON,1513
PHX-CMH,TUE,1085
PHX-CMH,WED,1354
PHX-CMH,THU,1518
PHX-CMH,FRI,2128
PHX-CMH,SAT,1539
PHX-CVG,SUN,15
PHX-CVG,MON,17
PHX-CVG,TUE,22
PHX-CVG,WED,402
PHX-CVG,THU,127
PHX-CVG,FRI,215
PHX-CVG,SAT,54
PHX-DAL,SUN,2520
PHX-DAL,MON,2771
PHX-DAL,TUE,2281
PHX-DAL,WED,2227
PHX-DAL,THU,2428
PHX-DAL,FRI,4020
PHX-DAL,SAT,1838
PHX-DCA,SUN,2076
PHX-DCA,MON,1486
PHX-DCA,TUE,1780
PHX-DCA,WED,1454
PHX-DCA,THU,2003
PHX-DCA,FRI,2088
PHX-DCA,SAT,844
PHX-DEN,SUN,10908
PHX-DEN,MON,12153
PHX-DEN,TUE,12558
PHX-DEN,WED,11509
PHX-DEN,THU,14126
PHX-DEN,FRI,13747
PHX-DEN,SAT,7686
PHX-DFW,SUN,6988
PHX-DFW,MON,6693
PHX-DFW,TUE,3386
PHX-DFW,WED,4995
PHX-DFW,THU,6369
PHX-DFW,FRI,7771
PHX-DFW,SAT,7084
PHX-DRO,SUN,713
PHX-DRO,MON,590
PHX-DRO,TUE,236
PHX-DRO,WED,567
PHX-DRO,THU,623
PHX-DRO,FRI,440
PHX-DRO,SAT,215
PHX-DSM,SUN,120
PHX-DSM,MON,134
PHX-DSM,TUE,271
PHX-DSM,WED,58
PHX-DSM,THU,203
PHX-DSM,FRI,0
PHX-DSM,SAT,707
PHX-DTW,SUN,4653
PHX-DTW,MON,3428
PHX-DTW,TUE,2078
PHX-DTW,WED,2555
PHX-DTW,THU,2553
PHX-DTW,FRI,3108
PHX-DTW,SAT,3118
PHX-ELP,SUN,2158
PHX-ELP,MON,2139
PHX-ELP,TUE,2510
PHX-ELP,WED,2591
PHX-ELP,THU,2058
PHX-ELP,FRI,1987
PHX-ELP,SAT,1320
PHX-EWR,SUN,2426
PHX-EWR,MON,3170
PHX-EWR,TUE,5306
PHX-EWR,WED,3605
PHX-EWR,THU,4478
PHX-EWR,FRI,3308
PHX-EWR,SAT,2463
PHX-FAT,SUN,609
PHX-FAT,MON,464
PHX-FAT,TUE,284
PHX-FAT,WED,466
PHX-FAT,THU,442
PHX-FAT,FRI,429
PHX-FAT,SAT,357
PHX-FLG,SUN,2031
PHX-FLG,MON,1487
PHX-FLG,TUE,1218
PHX-FLG,WED,2525
PHX-FLG,THU,1912
PHX-FLG,FRI,3282
PHX-FLG,SAT,1940
PHX-FLL,SUN,1265
PHX-FLL,MON,978
PHX-FLL,TUE,755
PHX-FLL,WED,884
