ROUTE,DAY,DELAY
DEN-CVG,MON,1908
DEN-CVG,TUE,2201
DEN-CVG,WED,2824
DEN-CVG,THU,2084
DEN-CVG,FRI,2855
DEN-CVG,SAT,715
DEN-DAL,SUN,2017
DEN-DAL,MON,2125
DEN-DAL,TUE,2219
DEN-DAL,WED,1782
DEN-DAL,THU,2728
DEN-DAL,FRI,3385
DEN-DAL,SAT,2032
DEN-DAY,SUN,1227
DEN-DAY,MON,1057
DEN-DAY,TUE,905
DEN-DAY,WED,999
DEN-DAY,THU,1122
DEN-DAY,FRI,1400
DEN-DAY,SAT,707
DEN-DCA,SUN,3069
DEN-DCA,MON,2221
DEN-DCA,TUE,2284
DEN-DCA,WED,1663
DEN-DCA,THU,1554
DEN-DCA,FRI,1590
DEN-DCA,SAT,2607
DEN-DFW,SUN,14132
DEN-DFW,MON,16485
DEN-DFW,TUE,13092
DEN-DFW,WED,14381
DEN-DFW,THU,16498
DEN-DFW,FRI,13981
DEN-DFW,SAT,12211
DEN-DIK,SUN,214
DEN-DIK,MON,1030
DEN-DIK,TUE,747
DEN-DIK,WED,1095
DEN-DIK,THU,860
DEN-DIK,FRI,485
DEN-DIK,SAT,100
DEN-DRO,SUN,634
DEN-DRO,MON,987
DEN-DRO,TUE,739
DEN-DRO,WED,1387
DEN-DRO,THU,925
DEN-DRO,FRI,647
DEN-DRO,SAT,562
DEN-DSM,SUN,1107
DEN-DSM,MON,2801
DEN-DSM,TUE,1858
DEN-DSM,WED,2915
DEN-DSM,THU,1783
DEN-DSM,FRI,2043
DEN-DSM,SAT,1386
DEN-DTW,SUN,4710
DEN-DTW,MON,6415
DEN-DTW,TUE,5432
DEN-DTW,WED,5479
DEN-DTW,THU,5449
DEN-DTW,FRI,5036
DEN-DTW,SAT,3981
DEN-EGE,SUN,43
DEN-EGE,MON,22
DEN-EGE,THU,0
DEN-EGE,FRI,0
DEN-EGE,SAT,163
DEN-ELP,SUN,1802
DEN-ELP,MON,1553
DEN-ELP,TUE,1524
DEN-ELP,WED,2017
DEN-ELP,THU,2439
DEN-ELP,FRI,1518
DEN-ELP,SAT,1450
DEN-EUG,SUN,1475
DEN-EUG,MON,867
DEN-EUG,TUE,1154
DEN-EUG,WED,1707
DEN-EUG,THU,858
DEN-EUG,FRI,825
DEN-EUG,SAT,540
DEN-EWR,SUN,3829
DEN-EWR,MON,5967
DEN-EWR,TUE,9939
DEN-EWR,WED,8612
DEN-EWR,THU,6965
DEN-EWR,FRI,4754
DEN-EWR,SAT,2884
DEN-FAR,SUN,3210
DEN-FAR,MON,1916
DEN-FAR,TUE,2050
DEN-FAR,WED,2198
DEN-FAR,THU,2167
DEN-FAR,FRI,1941
DEN-FAR,SAT,1506
DEN-FAT,SUN,2011
DEN-FAT,MON,2343
DEN-FAT,TUE,1873
DEN-FAT,WED,1496
DEN-FAT,THU,2268
DEN-FAT,FRI,1712
DEN-FAT,SAT,1301
DEN-FCA,SUN,1391
DEN-FCA,MON,1420
DEN-FCA,TUE,1331
DEN-FCA,WED,1323
DEN-FCA,THU,1124
DEN-FCA,FRI,1242
DEN-FCA,SAT,1038
DEN-FLL,SUN,1015
DEN-FLL,MON,1821
DEN-FLL,TUE,2061
DEN-FLL,WED,1654
DEN-FLL,THU,1414
DEN-FLL,FRI,1324
DEN-FLL,SAT,2015
DEN-FSD,SUN,2534
DEN-FSD,MON,2274
DEN-FSD,TUE,2312
DEN-FSD,WED,3342
DEN-FSD,THU,2823
DEN-FSD,FRI,2706
DEN-FSD,SAT,2347
DEN-GCC,SUN,385
DEN-GCC,MON,415
DEN-GCC,TUE,789
DEN-GCC,WED,917
DEN-GCC,THU,1288
DEN-GCC,FRI,781
DEN-GCC,SAT,844
DEN-GEG,SUN,1754
DEN-GEG,MON,1481
DEN-GEG,TUE,2586
DEN-GEG,WED,2399
DEN-GEG,THU,3009
DEN-GEG,FRI,1901
DEN-GEG,SAT,1779
DEN-GJT,SUN,833
DEN-GJT,MON,560
DEN-GJT,TUE,672
DEN-GJT,WED,1303
DEN-GJT,THU,824
DEN-GJT,FRI,468
DEN-GJT,SAT,670
DEN-GRR,SUN,1197
DEN-GRR,MON,1135
DEN-GRR,TUE,1169
DEN-GRR,WED,1141
DEN-GRR,THU,1012
DEN-GRR,FRI,700
DEN-GRR,SAT,811
DEN-GSO,MON,449
DEN-GSO,WED,322
DEN-GSO,FRI,248
DEN-GSO,SAT,191
DEN-GTF,SUN,1130
DEN-GTF,MON,1221
DEN-GTF,TUE,1058
DEN-GTF,WED,1013
DEN-GTF,THU,1400
DEN-GTF,FRI,1078
DEN-GTF,SAT,1397
DEN-GUC,SUN,544
DEN-GUC,MON,1004
DEN-GUC,TUE,499
DEN-GUC,WED,1052
DEN-GUC,THU,426
DEN-GUC,FRI,650
DEN-GUC,SAT,301
DEN-HDN,SUN,678
DEN-HDN,MON,193
DEN-HDN,TUE,161
DEN-HDN,WED,284
DEN-HDN,THU,213
DEN-HDN,FRI,86
DEN-HDN,SAT,70
DEN-HLN,SUN,509
DEN-HLN,MON,768
DEN-HLN,TUE,920
DEN-HLN,WED,929
DEN-HLN,THU,1072
DEN-HLN,FRI,792
DEN-HLN,SAT,572
DEN-HNL,SUN,497
DEN-HNL,MON,1168
DEN-HNL,TUE,1272
DEN-HNL,WED,1772
DEN-HNL,THU,764
DEN-HNL,FRI,796
DEN-HNL,SAT,690
DEN-HOU,SUN,3046
DEN-HOU,MON,3372
DEN-HOU,TUE,3421
DEN-HOU,WED,3265
DEN-HOU,THU,2923
DEN-HOU,FRI,2761
DEN-HOU,SAT,2293
DEN-HSV,SUN,218
DEN-HSV,MON,296
DEN-HSV,TUE,238
DEN-HSV,WED,1131
DEN-HSV,THU,895
DEN-HSV,FRI,699
DEN-HSV,SAT,268
DEN-HYS,SUN,300
DEN-HYS,MON,1036
DEN-HYS,TUE,425
DEN-HYS,WED,1031
DEN-HYS,THU,880
DEN-HYS,FRI,183
DEN-HYS,SAT,408
DEN-IAD,SUN,3612
DEN-IAD,MON,5878
DEN-IAD,TUE,6675
DEN-IAD,WED,5941
DEN-IAD,THU,5874
DEN-IAD,FRI,4514
DEN-IAD,SAT,5122
DEN-IAH,SUN,12679
DEN-IAH,MON,11087
DEN-IAH,TUE,11620
DEN-IAH,WED,10670
DEN-IAH,THU,11758
DEN-IAH,FRI,10755
DEN-IAH,SAT,9473
DEN-ICT,SUN,1807
DEN-ICT,MON,2265
DEN-ICT,TUE,1375
DEN-ICT,WED,1596
DEN-ICT,THU,1766
DEN-ICT,FRI,1077
DEN-ICT,SAT,1553
DEN-IDA,SUN,1565
DEN-IDA,MON,1193
DEN-IDA,TUE,1058
DEN-IDA,WED,2032
DEN-IDA,THU,1442
DEN-IDA,FRI,1630
DEN-IDA,SAT,1109
DEN-IND,SUN,4103
DEN-IND,MON,3230
DEN-IND,TUE,3319
DEN-IND,WED,4240
DEN-IND,THU,3339
DEN-IND,FRI,2915
DEN-IND,SAT,1839
DEN-ISN,SUN,2212
DEN-ISN,MON,1995
DEN-ISN,TUE,1181
DEN-ISN,WED,1732
DEN-ISN,THU,2992
DEN-ISN,FRI,1260
DEN-ISN,SAT,1463
DEN-JAC,SUN,1904
DEN-JAC,MON,1747
DEN-JAC,TUE,2135
DEN-JAC,WED,1869
DEN-JAC,THU,1862
DEN-JAC,FRI,1316
DEN-JAC,SAT,1819
DEN-JAX,SUN,413
DEN-JAX,MON,713
DEN-JAX,TUE,542
DEN-JAX,WED,866
DEN-JAX,THU,949
DEN-JAX,FRI,903
DEN-JAX,SAT,646
DEN-JFK,SUN,2633
DEN-JFK,MON,2227
DEN-JFK,TUE,1173
DEN-JFK,WED,935
DEN-JFK,THU,1799
DEN-JFK,FRI,1551
DEN-JFK,SAT,2145
DEN-JMS,SUN,1242
DEN-JMS,MON,857
DEN-JMS,TUE,212
DEN-JMS,WED,882
DEN-JMS,THU,1185
DEN-JMS,FRI,1332
DEN-KOA,SUN,155
DEN-KOA,MON,53
DEN-KOA,TUE,0
DEN-KOA,WED,351
DEN-KOA,THU,15
DEN-KOA,FRI,16
DEN-KOA,SAT,744
DEN-LAR,SUN,521
DEN-LAR,MON,683
DEN-LAR,TUE,882
DEN-LAR,WED,969
DEN-LAR,THU,831
DEN-LAR,FRI,764
DEN-LAR,SAT,136
DEN-LAS,SUN,10631
DEN-LAS,MON,12639
DEN-LAS,TUE,9587
DEN-LAS,WED,11866
DEN-LAS,THU,12365
DEN-LAS,FRI,11476
DEN-LAS,SAT,9575
DEN-LAX,SUN,12999
DEN-LAX,MON,12537
DEN-LAX,TUE,11671
DEN-LAX,WED,13848
DEN-LAX,THU,14549
DEN-LAX,FRI,11287
DEN-LAX,SAT,9459
DEN-LBB,SUN,823
DEN-LBB,MON,1722
DEN-LBB,TUE,1297
DEN-LBB,WED,1400
DEN-LBB,THU,1306
DEN-LBB,FRI,969
DEN-LBB,SAT,733
DEN-LFT,SUN,436
DEN-LFT,MON,472
DEN-LFT,TUE,44
DEN-LFT,WED,423
DEN-LFT,THU,356
DEN-LFT,FRI,224
DEN-LFT,SAT,392
DEN-LGA,SUN,3132
DEN-LGA,MON,10196
DEN-LGA,TUE,9938
DEN-LGA,WED,8361
DEN-LGA,THU,8586
DEN-LGA,FRI,8699
DEN-LGA,SAT,2272
DEN-LIH,SUN,0
DEN-LIH,MON,0
DEN-LIH,TUE,0
DEN-LIH,WED,47
DEN-LIH,THU,65
DEN-LIH,FRI,26
DEN-LIH,SAT,490
DEN-LIT,SUN,881
DEN-LIT,MON,1086
DEN-LIT,TUE,1313
DEN-LIT,WED,1210
DEN-LIT,THU,1307
DEN-LIT,FRI,1204
DEN-LIT,SAT,533
DEN-LNK,SUN,1773
DEN-LNK,MON,1279
DEN-LNK,TUE,748
DEN-LNK,WED,1998
DEN-LNK,THU,1435
DEN-LNK,FRI,1016
DEN-LNK,SAT,620
DEN-MAF,SUN,2028
DEN-MAF,MON,1849
DEN-MAF,TUE,1251
DEN-MAF,WED,1710
DEN-MAF,THU,2037
DEN-MAF,FRI,824
DEN-MAF,SAT,1658
DEN-MCI,SUN,3783
DEN-MCI,MON,3565
DEN-MCI,TUE,3419
DEN-MCI,WED,3043
DEN-MCI,THU,4053
DEN-MCI,FRI,2631
DEN-MCI,SAT,2232
DEN-MCO,SUN,3807
DEN-MCO,MON,4253
DEN-MCO,TUE,4500
DEN-MCO,WED,5415
DEN-MCO,THU,5483
DEN-MCO,FRI,4317
DEN-MCO,SAT,5832
DEN-MDT,MON,114
DEN-MDT,FRI,0
DEN-MDW,SUN,4123
DEN-MDW,MON,4780
DEN-MDW,TUE,4733
DEN-MDW,WED,5524
DEN-MDW,THU,5281
DEN-MDW,FRI,3275
DEN-MDW,SAT,2863
DEN-MEM,SUN,1389
DEN-MEM,MON,1428
DEN-MEM,TUE,1091
DEN-MEM,WED,1344
DEN-MEM,THU,837
DEN-MEM,FRI,1368
DEN-MEM,SAT,835
DEN-MFR,SUN,1351
DEN-MFR,MON,1024
DEN-MFR,TUE,1292
DEN-MFR,WED,1329
DEN-MFR,THU,928
DEN-MFR,FRI,1332
DEN-MFR,SAT,889
DEN-MIA,SUN,3142
DEN-MIA,MON,2638
DEN-MIA,TUE,2360
DEN-MIA,WED,2703
DEN-MIA,THU,2396
DEN-MIA,FRI,2988
DEN-MIA,SAT,2189
DEN-MKE,SUN,3091
DEN-MKE,MON,3757
DEN-MKE,TUE,3378
DEN-MKE,WED,4162
DEN-MKE,THU,3868
DEN-MKE,FRI,4085
DEN-MKE,SAT,3040
DEN-MLI,SUN,525
DEN-MLI,MON,194
DEN-MLI,TUE,505
DEN-MLI,WED,436
DEN-MLI,THU,401
DEN-MLI,FRI,271
DEN-MLI,SAT,297
DEN-MMH,SAT,155
DEN-MOT,SUN,1704
DEN-MOT,MON,1526
DEN-MOT,TUE,1786
DEN-MOT,WED,1861
DEN-MOT,THU,1649
DEN-MOT,FRI,964
DEN-MOT,SAT,1149
DEN-MSN,SUN,1208
DEN-MSN,MON,1894
DEN-MSN,TUE,1815
DEN-MSN,WED,1652
DEN-MSN,THU,1400
DEN-MSN,FRI,1337
DEN-MSN,SAT,533
DEN-MSO,SUN,656
DEN-MSO,MON,822
DEN-MSO,TUE,1089
DEN-MSO,WED,509
DEN-MSO,THU,1225
DEN-MSO,FRI,855
DEN-MSO,SAT,402
DEN-MSP,SUN,6378
DEN-MSP,MON,11768
DEN-MSP,TUE,9399
DEN-MSP,WED,10639
DEN-MSP,THU,10265
DEN-MSP,FRI,8485
DEN-MSP,SAT,7254
DEN-MSY,SUN,2531
DEN-MSY,MON,2859
DEN-MSY,TUE,2709
DEN-MSY,WED,2130
DEN-MSY,THU,2929
DEN-MSY,FRI,2177
DEN-MSY,SAT,1887
DEN-MTJ,SUN,682
DEN-MTJ,MON,821
DEN-MTJ,TUE,408
DEN-MTJ,WED,1382
DEN-MTJ,THU,729
DEN-MTJ,FRI,658
DEN-MTJ,SAT,641
DEN-OAK,SUN,1588
DEN-OAK,MON,1579
DEN-OAK,TUE,1680
DEN-OAK,WED,2065
DEN-OAK,THU,1959
DEN-OAK,FRI,1658
DEN-OAK,SAT,984
DEN-OGG,SUN,149
DEN-OGG,MON,1841
DEN-OGG,TUE,18
DEN-OGG,WED,312
DEN-OGG,THU,377
DEN-OGG,FRI,500
DEN-OGG,SAT,814
DEN-OKC,SUN,2777
DEN-OKC,MON,4294
DEN-OKC,TUE,3307
DEN-OKC,WED,3558
DEN-OKC,THU,4070
DEN-OKC,FRI,2688
DEN-OKC,SAT,2482
DEN-OMA,SUN,4172
DEN-OMA,MON,3953
DEN-OMA,TUE,3915
DEN-OMA,WED,4272
DEN-OMA,THU,4681
DEN-OMA,FRI,3880
DEN-OMA,SAT,3450
DEN-ONT,SUN,1859
DEN-ONT,MON,1559
DEN-ONT,TUE,2171
DEN-ONT,WED,1862
DEN-ONT,THU,2057
DEN-ONT,FRI,1548
DEN-ONT,SAT,670
DEN-ORD,SUN,11350
DEN-ORD,MON,18846
DEN-ORD,TUE,14114
DEN-ORD,WED,16087
DEN-ORD,THU,15016
DEN-ORD,FRI,12997
DEN-ORD,SAT,9539
DEN-OTH,SUN,225
DEN-OTH,WED,27
DEN-PBI,SUN,100
DEN-PBI,MON,84
DEN-PBI,TUE,90
DEN-PBI,WED,24
DEN-PBI,THU,74
DEN-PBI,FRI,170
DEN-PBI,SAT,82
DEN-PDX,SUN,4608
DEN-PDX,MON,5998
DEN-PDX,TUE,6480
DEN-PDX,WED,6146
DEN-PDX,THU,6368
DEN-PDX,FRI,4597
DEN-PDX,SAT,3516
DEN-PHF,SUN,17
DEN-PHF,TUE,0
DEN-PHF,THU,0
DEN-PHL,SUN,2832
DEN-PHL,MON,2689
DEN-PHL,TUE,4220
DEN-PHL,WED,3679
DEN-PHL,THU,4817
DEN-PHL,FRI,4141
DEN-PHL,SAT,1883
DEN-PHX,SUN,12182
DEN-PHX,MON,13084
DEN-PHX,TUE,10822
DEN-PHX,WED,11879
DEN-PHX,THU,14544
DEN-PHX,FRI,11748
DEN-PHX,SAT,9675
DEN-PIA,SUN,47
DEN-PIA,MON,0
DEN-PIA,THU,118
DEN-PIA,FRI,73
DEN-PIA,SAT,101
DEN-PIT,SUN,1784
DEN-PIT,MON,1507
DEN-PIT,TUE,2205
DEN-PIT,WED,2272
DEN-PIT,THU,2496
DEN-PIT,FRI,1275
DEN-PIT,SAT,1549
DEN-PSC,SUN,1076
DEN-PSC,MON,1092
DEN-PSC,TUE,1445
DEN-PSC,WED,1707
DEN-PSC,THU,1948
DEN-PSC,FRI,1813
DEN-PSC,SAT,1018
DEN-PSP,SUN,3029
DEN-PSP,MON,2129
DEN-PSP,TUE,1835
DEN-PSP,WED,1902
DEN-PSP,THU,2110
DEN-PSP,FRI,1754
DEN-PSP,SAT,1036
DEN-PUB,SUN,265
DEN-PUB,MON,426
DEN-PUB,TUE,178
DEN-PUB,WED,275
DEN-PUB,THU,124
DEN-PUB,FRI,679
DEN-PUB,SAT,117
DEN-RAP,SUN,1038
DEN-RAP,MON,1529
DEN-RAP,TUE,1102
DEN-RAP,WED,719
DEN-RAP,THU,1043
DEN-RAP,FRI,822
DEN-RAP,SAT,1283
DEN-RDM,SUN,736
DEN-RDM,MON,517
DEN-RDM,TUE,1008
DEN-RDM,WED,897
DEN-RDM,THU,987
DEN-RDM,FRI,921
DEN-RDM,SAT,1071
DEN-RDU,SUN,1353
DEN-RDU,MON,1799
DEN-RDU,TUE,1394
DEN-RDU,WED,1445
DEN-RDU,THU,1290
DEN-RDU,FRI,1099
DEN-RDU,SAT,1346
DEN-RKS,SUN,482
DEN-RKS,MON,221
DEN-RKS,TUE,623
DEN-RKS,WED,911
DEN-RKS,THU,1194
DEN-RKS,FRI,868
DEN-RKS,SAT,603
DEN-RNO,SUN,1392
DEN-RNO,MON,2098
DEN-RNO,TUE,2143
DEN-RNO,WED,1858
DEN-RNO,THU,2378
DEN-RNO,FRI,2322
DEN-RNO,SAT,1996
DEN-RSW,SUN,409
DEN-RSW,MON,823
DEN-RSW,TUE,285
DEN-RSW,WED,622
DEN-RSW,THU,289
DEN-RSW,FRI,181
DEN-RSW,SAT,690
DEN-SAF,SUN,416
DEN-SAF,MON,297
DEN-SAF,TUE,930
DEN-SAF,WED,652
DEN-SAF,THU,904
DEN-SAF,FRI,462
DEN-SAF,SAT,388
DEN-SAN,SUN,5440
DEN-SAN,MON,6212
DEN-SAN,TUE,6408
DEN-SAN,WED,7388
DEN-SAN,THU,6128
DEN-SAN,FRI,5756
DEN-SAN,SAT,4871
DEN-SAT,SUN,2157
DEN-SAT,MON,3182
DEN-SAT,TUE,3048
DEN-SAT,WED,2211
DEN-SAT,THU,3629
DEN-SAT,FRI,2962
DEN-SAT,SAT,1638
DEN-SBA,SUN,1193
DEN-SBA,MON,658
DEN-SBA,TUE,779
DEN-SBA,WED,1520
DEN-SBA,THU,1270
DEN-SBA,FRI,1307
DEN-SBA,SAT,1058
DEN-SDF,SUN,889
DEN-SDF,MON,1410
DEN-SDF,TUE,1149
DEN-SDF,WED,2365
DEN-SDF,THU,786
DEN-SDF,FRI,938
DEN-SDF,SAT,666
DEN-SEA,SUN,5587
DEN-SEA,MON,7953
DEN-SEA,TUE,7011
DEN-SEA,WED,7001
DEN-SEA,THU,8004
DEN-SEA,FRI,7357
DEN-SEA,SAT,4669
DEN-SFO,SUN,15353
DEN-SFO,MON,16745
DEN-SFO,TUE,13706
DEN-SFO,WED,10958
DEN-SFO,THU,13501
DEN-SFO,FRI,12919
DEN-SFO,SAT,6266
DEN-SGF,SUN,1043
DEN-SGF,MON,1149
DEN-SGF,TUE,510
DEN-SGF,WED,1471
DEN-SGF,THU,1611
DEN-SGF,FRI,1409
DEN-SGF,SAT,578
DEN-SGU,SUN,676
DEN-SGU,MON,941
DEN-SGU,TUE,1032
DEN-SGU,WED,1442
DEN-SGU,THU,1188
DEN-SGU,FRI,1181
DEN-SGU,SAT,734
DEN-SHV,SUN,268
DEN-SHV,MON,635
DEN-SHV,TUE,932
DEN-SHV,WED,510
DEN-SHV,THU,196
DEN-SHV,FRI,808
DEN-SHV,SAT,338
DEN-SJC,SUN,2479
DEN-SJC,MON,3411
DEN-SJC,TUE,4449
DEN-SJC,WED,3386
DEN-SJC,THU,4058
DEN-SJC,FRI,2186
DEN-SJC,SAT,2138
DEN-SLC,SUN,7945
DEN-SLC,MON,8862
DEN-SLC,TUE,11075
DEN-SLC,WED,9410
DEN-SLC,THU,10136
DEN-SLC,FRI,7904
DEN-SLC,SAT,8049
DEN-SMF,SUN,2780
DEN-SMF,MON,4297
DEN-SMF,TUE,4506
DEN-SMF,WED,3058
DEN-SMF,THU,3916
DEN-SMF,FRI,3647
DEN-SMF,SAT,2106
DEN-SNA,SUN,3810
DEN-SNA,MON,4622
DEN-SNA,TUE,4205
DEN-SNA,WED,3634
DEN-SNA,THU,4036
DEN-SNA,FRI,3500
DEN-SNA,SAT,2719
DEN-STL,SUN,2838
DEN-STL,MON,3846
DEN-STL,TUE,4347
DEN-STL,WED,3092
DEN-STL,THU,4164
DEN-STL,FRI,2898
DEN-STL,SAT,2754
DEN-SUN,SUN,324
DEN-SUN,MON,359
DEN-SUN,TUE,395
DEN-SUN,WED,592
DEN-SUN,THU,532
DEN-SUN,FRI,267
DEN-SUN,SAT,238
DEN-TPA,SUN,1906
DEN-TPA,MON,2545
DEN-TPA,TUE,3010
DEN-TPA,WED,4290
DEN-TPA,THU,2671
DEN-TPA,FRI,3319
DEN-TPA,SAT,3800
DEN-TUL,SUN,3292
DEN-TUL,MON,2509
DEN-TUL,TUE,3051
DEN-TUL,WED,2884
DEN-TUL,THU,3079
DEN-TUL,FRI,2310
DEN-TUL,SAT,2720
DEN-TUS,SUN,2925
DEN-TUS,MON,3898
DEN-TUS,TUE,3388
DEN-TUS,WED,3907
DEN-TUS,THU,3894
DEN-TUS,FRI,3152
DEN-TUS,SAT,2864
DEN-TYS,SUN,1023
DEN-TYS,MON,590
DEN-TYS,TUE,521
DEN-TYS,WED,349
DEN-TYS,THU,912
DEN-TYS,FRI,238
DEN-TYS,SAT,202
DEN-XNA,SUN,657
DEN-XNA,MON,1039
DEN-XNA,TUE,634
DEN-XNA,WED,907
DEN-XNA,THU,559
DEN-XNA,FRI,716
DEN-XNA,SAT,0
DFW-ABI,SUN,4029
DFW-ABI,MON,4282
DFW-ABI,TUE,2601
DFW-ABI,WED,2586
DFW-ABI,THU,3110
DFW-ABI,FRI,2885
DFW-ABI,SAT,2241
DFW-ABQ,SUN,3036
DFW-ABQ,MON,3233
DFW-ABQ,TUE,1485
DFW-ABQ,WED,2799
DFW-ABQ,THU,2481
DFW-ABQ,FRI,3325
DFW-ABQ,SAT,2182
DFW-ACT,SUN,5080
DFW-ACT,MON,2797
DFW-ACT,TUE,2991
DFW-ACT,WED,3152
DFW-ACT,THU,3744
DFW-ACT,FRI,3420
DFW-ACT,SAT,2259
DFW-AEX,SUN,2316
DFW-AEX,MON,1456
DFW-AEX,TUE,1554
DFW-AEX,WED,1391
DFW-AEX,THU,1402
DFW-AEX,FRI,1634
DFW-AEX,SAT,1368
DFW-AMA,SUN,2407
DFW-AMA,MON,1836
DFW-AMA,TUE,2455
DFW-AMA,WED,1920
DFW-AMA,THU,2454
DFW-AMA,FRI,1736
DFW-AMA,SAT,1329
DFW-ANC,SUN,232
DFW-ANC,MON,139
DFW-ANC,TUE,198
DFW-ANC,WED,463
DFW-ANC,THU,382
DFW-ANC,FRI,162
DFW-ANC,SAT,277
DFW-ASE,SUN,633
DFW-ASE,MON,817
DFW-ASE,TUE,424
DFW-ASE,WED,967
DFW-ASE,THU,896
DFW-ASE,FRI,1645
DFW-ASE,SAT,1055
DFW-ATL,SUN,13887
DFW-ATL,MON,14029
DFW-ATL,TUE,8611
DFW-ATL,WED,13877
DFW-ATL,THU,12239
DFW-ATL,FRI,15881
DFW-ATL,SAT,9683
DFW-AUS,SUN,7939
DFW-AUS,MON,9669
DFW-AUS,TUE,6072
DFW-AUS,WED,7259
DFW-AUS,THU,7757
DFW-AUS,FRI,9296
DFW-AUS,SAT,4033
DFW-BDL,SUN,1285
DFW-BDL,MON,1456
DFW-BDL,TUE,425
DFW-BDL,WED,739
DFW-BDL,THU,1428
DFW-BDL,FRI,727
DFW-BDL,SAT,404
DFW-BHM,SUN,1004
DFW-BHM,MON,1447
DFW-BHM,TUE,748
DFW-BHM,WED,822
DFW-BHM,THU,808
DFW-BHM,FRI,1144
DFW-BHM,SAT,965
DFW-BIS,SUN,1269
DFW-BIS,MON,989
DFW-BIS,TUE,553
DFW-BIS,WED,500
DFW-BIS,THU,817
DFW-BIS,FRI,582
DFW-BIS,SAT,872
DFW-BMI,SUN,1450
DFW-BMI,MON,1256
DFW-BMI,TUE,882
DFW-BMI,WED,841
DFW-BMI,THU,1332
DFW-BMI,FRI,729
DFW-BMI,SAT,633
DFW-BNA,SUN,3754
DFW-BNA,MON,5240
DFW-BNA,TUE,3143
DFW-BNA,WED,3215
DFW-BNA,THU,4407
DFW-BNA,FRI,4763
DFW-BNA,SAT,3663
DFW-BOS,SUN,5029
DFW-BOS,MON,6640
DFW-BOS,TUE,5225
DFW-BOS,WED,4593
DFW-BOS,THU,6279
DFW-BOS,FRI,5432
DFW-BOS,SAT,4147
DFW-BPT,SUN,2753
DFW-BPT,MON,2805
DFW-BPT,TUE,2504
DFW-BPT,WED,1540
DFW-BPT,THU,2252
DFW-BPT,FRI,2316
DFW-BPT,SAT,1409
DFW-BRO,SUN,1898
DFW-BRO,MON,2914
DFW-BRO,TUE,2301
DFW-BRO,WED,1855
DFW-BRO,THU,1578
DFW-BRO,FRI,2307
DFW-BRO,SAT,1126
DFW-BTR,SUN,4397
DFW-BTR,MON,8331
DFW-BTR,TUE,5676
DFW-BTR,WED,4446
DFW-BTR,THU,5377
DFW-BTR,FRI,5222
DFW-BTR,SAT,3862
DFW-BWI,SUN,3912
DFW-BWI,MON,3326
DFW-BWI,TUE,2749
DFW-BWI,WED,3391
DFW-BWI,THU,3380
DFW-BWI,FRI,4262
DFW-BWI,SAT,2415
DFW-CAE,SUN,2875
DFW-CAE,MON,2659
DFW-CAE,TUE,2268
DFW-CAE,WED,2216
DFW-CAE,THU,2229
DFW-CAE,FRI,2279
DFW-CAE,SAT,2426
DFW-CHA,SUN,1595
DFW-CHA,MON,1830
DFW-CHA,TUE,1625
DFW-CHA,WED,1476
DFW-CHA,THU,1745
DFW-CHA,FRI,2232
DFW-CHA,SAT,441
DFW-CHS,SUN,391
DFW-CHS,MON,660
DFW-CHS,TUE,768
DFW-CHS,WED,390
DFW-CHS,THU,902
DFW-CHS,FRI,676
DFW-CHS,SAT,284
DFW-CID,SUN,3149
DFW-CID,MON,3222
DFW-CID,TUE,2111
DFW-CID,WED,2251
DFW-CID,THU,1880
DFW-CID,FRI,2474
DFW-CID,SAT,1502
DFW-CLE,SUN,2771
DFW-CLE,MON,2801
DFW-CLE,TUE,2306
DFW-CLE,WED,3706
DFW-CLE,THU,2745
DFW-CLE,FRI,2900
DFW-CLE,SAT,2196
DFW-CLL,SUN,1513
DFW-CLL,MON,1981
DFW-CLL,TUE,1226
DFW-CLL,WED,2018
DFW-CLL,THU,1885
DFW-CLL,FRI,2359
DFW-CLL,SAT,1291
DFW-CLT,SUN,6118
DFW-CLT,MON,6201
DFW-CLT,TUE,3436
DFW-CLT,WED,5257
DFW-CLT,THU,5050
DFW-CLT,FRI,5451
DFW-CLT,SAT,5006
DFW-CMH,SUN,2702
DFW-CMH,MON,2765
DFW-CMH,TUE,1181
DFW-CMH,WED,1998
DFW-CMH,THU,2118
DFW-CMH,FRI,3069
DFW-CMH,SAT,1686
DFW-CMI,SUN,1127
DFW-CMI,MON,687
DFW-CMI,TUE,541
DFW-CMI,WED,298
DFW-CMI,THU,833
DFW-CMI,FRI,777
DFW-CMI,SAT,421
DFW-COS,SUN,1702
DFW-COS,MON,1990
DFW-COS,TUE,951
DFW-COS,WED,1574
DFW-COS,THU,1991
DFW-COS,FRI,1864
DFW-COS,SAT,1281
DFW-COU,SUN,1025
DFW-COU,MON,2024
DFW-COU,TUE,1012
DFW-COU,WED,976
DFW-COU,THU,1266
DFW-COU,FRI,1749
DFW-COU,SAT,920
DFW-CRP,SUN,3119
DFW-CRP,MON,4054
DFW-CRP,TUE,3184
DFW-CRP,WED,2833
DFW-CRP,THU,2917
DFW-CRP,FRI,3703
DFW-CRP,SAT,3984
DFW-CRW,SUN,491
DFW-CRW,MON,386
DFW-CRW,TUE,449
DFW-CRW,WED,768
DFW-CRW,THU,285
DFW-CRW,FRI,643
DFW-CRW,SAT,471
DFW-CVG,SUN,5170
DFW-CVG,MON,5019
